brand,model,year,engine_size,fuel_type,transmission,mileage,car_type,drive_type,price
Toyota,Fortuner,2022,2.4,Diesel,Automatic,54591,SUV,AWD,5697468
Suzuki,Cultus,2005,2.9,Petrol,Automatic,84550,Hatchback,AWD,4276276
Toyota,Yaris,2016,3.7,Diesel,Automatic,120226,Sedan,FWD,2582962
Suzuki,WagonR,2017,1.0,Petrol,Automatic,80337,Sedan,FWD,4521899
Suzuki,Cultus,2021,3.7,Hybrid,CVT,188413,SUV,FWD,5792763
Toyota,Camry,2020,1.2,Hybrid,CVT,34057,SUV,RWD,7995692
Toyota,Fortuner,2016,1.5,Petrol,Manual,48908,Truck,FWD,5113710
Hyundai,Sonata,2012,2.5,Petrol,CVT,142354,Hatchback,AWD,5373480
Honda,Civic,2011,2.4,Diesel,CVT,24242,SUV,RWD,4664997
Honda,City,2023,3.2,Electric,CVT,108641,Sedan,RWD,3754398
Hyundai,Elantra,2007,2.9,Petrol,Automatic,112208,Hatchback,RWD,3833522
Hyundai,Sonata,2008,3.7,Electric,Manual,172986,Sedan,AWD,2883098
Toyota,Fortuner,2020,0.9,Diesel,Automatic,165811,Truck,AWD,2974945
Hyundai,Elantra,2013,1.2,Electric,Manual,75267,Truck,RWD,5840749
Honda,BR-V,2012,2.2,Petrol,CVT,153188,SUV,RWD,7850746
Honda,Civic,2016,1.6,Hybrid,Manual,141181,Hatchback,RWD,6753191
Hyundai,Tucson,2018,1.8,Hybrid,CVT,193134,Truck,RWD,5689905
Hyundai,Elantra,2023,2.0,Electric,CVT,193829,Hatchback,RWD,7055089
Honda,City,2005,3.3,Hybrid,Manual,59870,Truck,FWD,2886934
Toyota,Corolla,2008,3.0,Diesel,Automatic,97062,SUV,FWD,3503835
Toyota,Corolla,2012,1.1,Petrol,Automatic,192764,Truck,RWD,2245315
Kia,Picanto,2023,2.6,Petrol,Manual,30549,Truck,AWD,1448490
Kia,Sportage,2013,3.2,Diesel,CVT,181699,Hatchback,FWD,4292754
Hyundai,Sonata,2015,1.1,Diesel,Manual,68277,Sedan,FWD,4282018
Hyundai,Tucson,2007,1.3,Electric,CVT,106558,SUV,FWD,7938081
Suzuki,Cultus,2022,2.9,Hybrid,Manual,161934,Truck,FWD,5602644
Hyundai,Elantra,2009,3.7,Diesel,Automatic,123333,Hatchback,AWD,3163970
Toyota,Yaris,2009,2.3,Diesel,Automatic,94117,Truck,AWD,3562294
Kia,Sportage,2014,2.9,Electric,CVT,184307,Truck,FWD,4960786
Kia,Cerato,2006,1.9,Diesel,Manual,10835,SUV,AWD,3005313
Toyota,Yaris,2017,1.9,Electric,CVT,179712,SUV,AWD,7882603
Kia,Sportage,2007,4.0,Petrol,Automatic,65833,SUV,FWD,5270241
Toyota,Fortuner,2018,1.7,Diesel,Automatic,6658,Sedan,FWD,1210691
Honda,BR-V,2023,2.8,Diesel,Manual,84391,Hatchback,RWD,5802755
Honda,BR-V,2011,1.7,Electric,Manual,133928,Sedan,RWD,5862910
Kia,Sportage,2015,1.1,Diesel,Manual,182241,SUV,FWD,3849010
Suzuki,Alto,2012,2.2,Diesel,Automatic,9933,Hatchback,AWD,2743257
Toyota,Yaris,2016,3.7,Diesel,Automatic,87723,Hatchback,AWD,5461078
Honda,Civic,2019,3.3,Electric,Automatic,93297,SUV,RWD,1696577
Kia,Cerato,2023,3.8,Diesel,CVT,49569,Sedan,RWD,4357594
Honda,Accord,2019,2.8,Petrol,CVT,22463,Hatchback,RWD,2930480
Honda,Accord,2013,3.9,Hybrid,Automatic,119663,SUV,FWD,6258648
Toyota,Camry,2013,3.9,Hybrid,Manual,65128,Sedan,RWD,6490922
Kia,Picanto,2018,2.8,Electric,CVT,86846,SUV,FWD,2219802
Toyota,Corolla,2017,3.9,Petrol,Manual,185051,Sedan,FWD,5412125
Honda,Civic,2009,4.0,Diesel,CVT,26450,Hatchback,FWD,1651833
Honda,City,2018,1.3,Diesel,Automatic,91389,Hatchback,RWD,4770236
Suzuki,WagonR,2021,0.9,Petrol,Manual,32989,Truck,FWD,5603097
Suzuki,Alto,2016,3.3,Electric,Manual,71812,SUV,RWD,7317025
Suzuki,Cultus,2009,2.8,Electric,Automatic,137084,Truck,RWD,4683612
Suzuki,Alto,2013,2.2,Hybrid,Manual,183371,SUV,AWD,5327656
Kia,Cerato,2019,0.9,Petrol,Manual,65125,SUV,AWD,7232852
Honda,BR-V,2015,0.9,Hybrid,CVT,140785,Truck,AWD,5833018
Suzuki,Alto,2020,1.8,Petrol,Automatic,141152,Truck,FWD,7586465
Hyundai,Elantra,2005,1.5,Petrol,CVT,162848,Sedan,FWD,3133970
Hyundai,Sonata,2006,2.1,Petrol,Automatic,196346,SUV,RWD,2160506
Hyundai,Elantra,2018,1.1,Diesel,Automatic,173393,Truck,AWD,2727553
Toyota,Camry,2011,0.9,Petrol,CVT,152449,SUV,RWD,7407959
Suzuki,Swift,2016,3.1,Hybrid,Automatic,196638,Sedan,FWD,4580732
Toyota,Yaris,2011,0.9,Electric,Manual,28359,SUV,FWD,3232046
Suzuki,Cultus,2013,3.9,Electric,Automatic,195095,Hatchback,RWD,2309222
Suzuki,WagonR,2016,2.8,Hybrid,Manual,115506,Hatchback,FWD,2843594
Suzuki,Alto,2010,3.0,Diesel,Automatic,176175,SUV,AWD,3907596
Suzuki,Swift,2006,2.7,Diesel,Manual,96397,Hatchback,FWD,3638619
Hyundai,Tucson,2011,3.7,Diesel,Automatic,183036,Truck,AWD,3737658
Kia,Cerato,2007,2.1,Diesel,Manual,183887,Truck,AWD,3629497
Toyota,Camry,2005,3.4,Hybrid,Automatic,189242,SUV,AWD,3166064
Kia,Sportage,2008,2.0,Electric,CVT,146372,SUV,FWD,6045932
Hyundai,Sonata,2016,3.7,Diesel,Automatic,60048,SUV,FWD,4043256
Suzuki,Alto,2018,1.4,Hybrid,Manual,179765,SUV,AWD,7115858
Honda,City,2021,2.5,Petrol,Manual,195883,Sedan,AWD,1724939
Honda,City,2019,1.5,Petrol,CVT,43733,Hatchback,RWD,7206945
Toyota,Fortuner,2008,1.7,Hybrid,Manual,131290,SUV,RWD,7398748
Kia,Cerato,2018,1.1,Diesel,Manual,197136,SUV,RWD,4582218
Kia,Cerato,2008,2.5,Electric,Manual,19647,SUV,RWD,6998719
Hyundai,Tucson,2020,2.8,Electric,Manual,162914,Truck,FWD,4678497
Hyundai,Tucson,2020,1.5,Hybrid,Automatic,28138,Sedan,FWD,7012766
Suzuki,Alto,2019,2.8,Petrol,Manual,140631,SUV,AWD,1298154
Suzuki,Alto,2018,2.9,Hybrid,Manual,196393,Hatchback,RWD,837008
Toyota,Corolla,2022,2.3,Petrol,CVT,167034,Hatchback,FWD,5439739
Kia,Cerato,2005,2.0,Petrol,CVT,150986,Truck,AWD,1268314
Toyota,Corolla,2005,4.0,Petrol,CVT,122603,Hatchback,AWD,5178582
Toyota,Corolla,2017,2.3,Petrol,Manual,156591,SUV,RWD,7997116
Suzuki,Cultus,2005,1.7,Diesel,Automatic,35457,SUV,FWD,2972004
Kia,Cerato,2017,3.6,Petrol,CVT,66936,Truck,FWD,4585380
Toyota,Camry,2006,3.9,Hybrid,Manual,150214,Sedan,FWD,4932423
Hyundai,Sonata,2007,2.0,Electric,CVT,59797,Truck,AWD,5063467
Suzuki,Alto,2014,1.4,Electric,Manual,106763,SUV,FWD,6526490
Toyota,Corolla,2013,3.3,Electric,Manual,124347,Sedan,AWD,4118217
Suzuki,WagonR,2007,1.5,Petrol,Manual,139232,Hatchback,FWD,1215971
Toyota,Yaris,2017,3.2,Electric,CVT,32710,Truck,AWD,1439012
Toyota,Camry,2013,3.2,Electric,Automatic,165483,Hatchback,FWD,5132684
Suzuki,WagonR,2018,1.8,Hybrid,Automatic,139302,Sedan,RWD,7596991
Suzuki,WagonR,2019,1.1,Diesel,Automatic,117953,Sedan,RWD,2816032
Kia,Cerato,2018,2.6,Electric,CVT,115115,Sedan,FWD,1984091
Hyundai,Elantra,2008,1.4,Diesel,CVT,114400,Truck,FWD,2829280
Hyundai,Tucson,2010,3.0,Electric,Manual,164877,Sedan,AWD,6425018
Honda,Civic,2016,1.5,Hybrid,CVT,177183,SUV,FWD,3509510
Hyundai,Tucson,2015,2.2,Diesel,Manual,70534,Truck,RWD,2138752
Suzuki,Swift,2008,2.7,Electric,Manual,94459,SUV,RWD,2628192
Hyundai,Tucson,2014,1.1,Diesel,Automatic,36012,Hatchback,FWD,7359340
Toyota,Camry,2009,1.9,Diesel,Manual,108283,Hatchback,RWD,1917159
Toyota,Yaris,2005,3.9,Electric,Manual,194388,Truck,AWD,1267531
Toyota,Camry,2021,2.3,Electric,Automatic,73025,SUV,RWD,7371928
Honda,Accord,2009,2.8,Petrol,Manual,51453,Hatchback,RWD,6481438
Suzuki,WagonR,2014,1.4,Diesel,Manual,77013,SUV,FWD,3827401
Kia,Cerato,2022,2.9,Hybrid,CVT,26101,Sedan,FWD,7159979
Suzuki,Cultus,2011,1.7,Hybrid,CVT,128840,SUV,RWD,6514751
Toyota,Fortuner,2007,3.0,Electric,Automatic,107194,Sedan,FWD,1422279
Suzuki,WagonR,2019,3.5,Electric,CVT,105902,Truck,AWD,3320674
Toyota,Fortuner,2018,1.6,Petrol,Automatic,21148,SUV,RWD,7457425
Toyota,Fortuner,2012,1.5,Hybrid,Manual,151031,Sedan,RWD,1338894
Toyota,Fortuner,2021,2.1,Hybrid,Manual,135057,Sedan,RWD,3968997
Toyota,Camry,2008,3.6,Hybrid,Manual,188579,Truck,FWD,6122705
Suzuki,Swift,2013,2.3,Electric,Manual,136406,Truck,RWD,7289539
Hyundai,Tucson,2019,3.5,Diesel,Automatic,139008,Sedan,RWD,4694109
Toyota,Fortuner,2015,2.1,Electric,Automatic,102246,Sedan,AWD,1981037
Toyota,Corolla,2012,1.0,Diesel,Manual,42648,SUV,RWD,3197987
Kia,Picanto,2019,3.1,Hybrid,CVT,31114,Sedan,RWD,3675535
Hyundai,Tucson,2017,1.9,Electric,Manual,140444,SUV,AWD,4132353
Suzuki,Swift,2022,3.4,Diesel,CVT,197767,Sedan,FWD,1281611
Kia,Sportage,2007,3.7,Hybrid,CVT,12548,Sedan,RWD,1987949
Suzuki,Swift,2016,1.8,Petrol,CVT,119854,SUV,RWD,6450338
Hyundai,Tucson,2012,2.2,Diesel,Manual,25514,Hatchback,RWD,3397419
Suzuki,WagonR,2011,3.8,Hybrid,Automatic,115222,Hatchback,RWD,6397894
Hyundai,Tucson,2013,2.0,Petrol,Manual,186653,SUV,AWD,4948581
Toyota,Corolla,2008,1.0,Electric,CVT,80178,Truck,FWD,3847595
Suzuki,WagonR,2011,1.8,Diesel,Automatic,132990,Truck,AWD,6607271
Suzuki,WagonR,2014,3.2,Hybrid,Automatic,119887,SUV,FWD,1180579
Hyundai,Elantra,2009,4.0,Diesel,Automatic,161699,SUV,FWD,1326175
Honda,BR-V,2023,2.2,Electric,Automatic,152398,Sedan,RWD,2726569
Toyota,Camry,2008,1.6,Hybrid,Manual,107366,Truck,FWD,7458865
Honda,BR-V,2010,1.1,Petrol,Automatic,31998,Sedan,FWD,5714221
Toyota,Camry,2013,2.6,Petrol,Automatic,128307,Hatchback,AWD,5372824
Honda,Civic,2010,1.3,Diesel,Manual,45796,Sedan,AWD,6715610
Kia,Cerato,2015,3.7,Diesel,Automatic,158822,SUV,AWD,4864812
Hyundai,Elantra,2017,2.4,Electric,Automatic,121035,Truck,RWD,7219224
Honda,Accord,2020,1.6,Hybrid,Automatic,38253,SUV,AWD,1085070
Kia,Cerato,2006,1.9,Hybrid,Manual,146949,SUV,RWD,1789803
Kia,Sportage,2021,1.5,Hybrid,Automatic,131709,Hatchback,RWD,6949493
Kia,Sportage,2014,1.9,Electric,CVT,12949,Sedan,RWD,1334798
Kia,Picanto,2013,1.8,Petrol,CVT,102335,Sedan,FWD,4961367
Honda,Accord,2007,2.5,Diesel,Automatic,50873,Truck,RWD,2089716
Kia,Sportage,2018,2.8,Hybrid,CVT,23562,Sedan,FWD,7969608
Suzuki,WagonR,2020,1.5,Diesel,Automatic,116974,Truck,FWD,7765729
Hyundai,Sonata,2005,1.6,Diesel,Automatic,85743,Sedan,FWD,2860562
Kia,Sportage,2019,2.5,Electric,Manual,71823,Hatchback,FWD,3975464
Honda,Civic,2010,3.6,Electric,CVT,101116,SUV,RWD,7738802
Honda,Accord,2012,4.0,Hybrid,Automatic,194047,SUV,FWD,4809887
Kia,Cerato,2022,1.1,Hybrid,Automatic,110496,Truck,FWD,4932532
Hyundai,Elantra,2022,2.4,Hybrid,Manual,79186,Hatchback,RWD,4514523
Suzuki,Alto,2012,1.0,Hybrid,Manual,148097,Truck,FWD,5720315
Suzuki,WagonR,2017,3.6,Electric,Automatic,159683,Hatchback,RWD,5284063
Hyundai,Elantra,2023,3.9,Diesel,Automatic,115469,SUV,FWD,4539710
Suzuki,WagonR,2021,3.6,Diesel,Manual,84720,Hatchback,FWD,2802916
Suzuki,Cultus,2016,2.3,Petrol,Automatic,5965,SUV,AWD,6125898
Kia,Picanto,2016,1.8,Petrol,Automatic,13669,SUV,FWD,1858879
Toyota,Corolla,2023,3.0,Electric,CVT,188655,Sedan,FWD,6529855
Kia,Sportage,2005,3.1,Petrol,Manual,159450,SUV,RWD,5966759
Honda,BR-V,2009,2.2,Diesel,Automatic,40100,Sedan,FWD,3681603
Toyota,Camry,2013,3.7,Petrol,Automatic,140591,Hatchback,AWD,2714318
Hyundai,Elantra,2005,1.2,Hybrid,CVT,124812,Truck,FWD,2335304
Kia,Sportage,2005,1.4,Hybrid,Manual,70680,SUV,FWD,3622313
Suzuki,Alto,2006,1.5,Diesel,CVT,153555,Sedan,AWD,5062037
Hyundai,Tucson,2020,2.8,Electric,CVT,15531,Sedan,RWD,3015596
Toyota,Corolla,2013,1.7,Diesel,Manual,168854,SUV,FWD,2358955
Honda,Accord,2007,3.2,Petrol,Automatic,192913,Hatchback,RWD,5806951
Hyundai,Elantra,2012,3.5,Hybrid,CVT,94990,Hatchback,AWD,4531010
Honda,Civic,2005,1.1,Petrol,Automatic,78993,Sedan,AWD,2585797
Honda,Civic,2016,3.3,Diesel,CVT,92504,Truck,AWD,1979490
Kia,Picanto,2023,1.3,Hybrid,CVT,131763,Truck,AWD,6955784
Hyundai,Elantra,2022,2.3,Hybrid,Automatic,110419,Sedan,AWD,5217370
Kia,Cerato,2013,3.5,Electric,Manual,149896,Hatchback,RWD,7237950
Kia,Cerato,2015,3.2,Petrol,CVT,104246,Hatchback,AWD,3430072
Suzuki,Cultus,2013,1.4,Diesel,CVT,79809,SUV,AWD,6769733
Kia,Cerato,2020,2.6,Diesel,Manual,32686,Sedan,FWD,2656700
Honda,BR-V,2014,3.5,Hybrid,Automatic,26479,Hatchback,AWD,7254143
Honda,BR-V,2012,1.5,Diesel,CVT,18129,Sedan,RWD,6701478
Kia,Picanto,2020,2.4,Diesel,Automatic,188262,Truck,AWD,3313541
Hyundai,Elantra,2009,1.9,Petrol,Manual,77620,Sedan,AWD,1884517
Honda,Civic,2011,2.1,Electric,Manual,76633,Truck,FWD,3236844
Suzuki,Cultus,2012,3.1,Petrol,CVT,174631,Sedan,RWD,2372893
Kia,Sportage,2018,3.6,Hybrid,CVT,33843,Hatchback,FWD,4989431
Kia,Cerato,2006,2.5,Hybrid,Automatic,149108,Sedan,RWD,6543230
Toyota,Corolla,2016,1.5,Diesel,Automatic,190348,Sedan,RWD,3339361
Honda,City,2009,3.1,Petrol,Automatic,57927,Hatchback,AWD,1432109
Kia,Picanto,2023,2.4,Electric,Automatic,35236,Truck,RWD,7580078
Kia,Cerato,2006,3.0,Petrol,Manual,98106,Sedan,AWD,1537912
Honda,BR-V,2012,3.0,Hybrid,Automatic,158179,Hatchback,AWD,4408039
Honda,City,2018,2.5,Electric,CVT,45562,Truck,FWD,4823050
Suzuki,Alto,2011,1.4,Hybrid,Automatic,64388,SUV,RWD,5747240
Toyota,Fortuner,2012,2.2,Hybrid,Manual,24835,Sedan,AWD,1557963
Toyota,Yaris,2011,0.8,Hybrid,Manual,124447,Hatchback,FWD,7320045
Hyundai,Sonata,2012,4.0,Electric,Automatic,182611,SUV,RWD,2805506
Kia,Picanto,2009,3.6,Diesel,CVT,79702,Truck,FWD,5035565
Kia,Picanto,2010,3.6,Petrol,CVT,143487,Hatchback,FWD,7402952
Kia,Picanto,2023,1.0,Hybrid,CVT,179940,SUV,FWD,6021434
Hyundai,Tucson,2022,3.0,Hybrid,Automatic,159448,Sedan,FWD,4544197
Hyundai,Elantra,2019,2.3,Diesel,Manual,184612,Hatchback,AWD,5442213
Toyota,Fortuner,2020,1.6,Diesel,Manual,48361,SUV,FWD,1688962
Suzuki,Cultus,2016,1.4,Electric,CVT,180439,Truck,FWD,3238502
Honda,Civic,2019,2.5,Hybrid,CVT,108345,Sedan,AWD,974549
Suzuki,Cultus,2019,3.6,Hybrid,Automatic,36763,Sedan,FWD,1620422
Suzuki,Cultus,2012,2.7,Electric,Manual,46851,Sedan,FWD,1947419
Suzuki,WagonR,2012,1.1,Petrol,Manual,90117,Truck,FWD,5751628
Hyundai,Tucson,2023,2.7,Petrol,CVT,184465,Sedan,AWD,1923553
Honda,Accord,2021,3.5,Hybrid,Manual,81405,Truck,FWD,1433522
Honda,Accord,2014,1.8,Hybrid,CVT,49279,Truck,FWD,6109289
Kia,Cerato,2014,1.2,Electric,Automatic,122181,Hatchback,AWD,5170428
Hyundai,Sonata,2022,3.3,Diesel,CVT,63893,Sedan,RWD,5657466
Kia,Picanto,2023,2.2,Hybrid,Manual,89724,SUV,AWD,5007342
Suzuki,WagonR,2018,2.7,Hybrid,Manual,109864,Truck,AWD,6444305
Hyundai,Elantra,2008,2.2,Electric,CVT,9041,Hatchback,RWD,5501179
Honda,City,2020,1.8,Petrol,Manual,101059,Hatchback,FWD,4814110
Honda,City,2022,1.5,Diesel,Manual,151723,SUV,AWD,6755542
Kia,Sportage,2011,2.3,Hybrid,CVT,61285,Hatchback,RWD,4385039
Kia,Sportage,2020,1.4,Petrol,CVT,62536,Sedan,AWD,3351711
Suzuki,Alto,2005,2.3,Diesel,Automatic,116130,SUV,RWD,4385442
Hyundai,Tucson,2014,3.0,Hybrid,Automatic,44755,Sedan,FWD,808187
Kia,Sportage,2017,1.8,Electric,Manual,21395,Truck,RWD,5563780
Hyundai,Sonata,2015,0.9,Diesel,Manual,53307,Hatchback,FWD,2697634
Kia,Sportage,2021,2.6,Electric,CVT,188626,SUV,AWD,6691909
Suzuki,Cultus,2020,2.3,Hybrid,Manual,109073,SUV,RWD,4243917
Suzuki,WagonR,2020,3.8,Hybrid,Manual,125847,Hatchback,RWD,1949145
Suzuki,Cultus,2022,2.7,Petrol,Automatic,10086,Sedan,AWD,4416991
Kia,Picanto,2007,3.1,Hybrid,CVT,197125,SUV,RWD,5337923
Toyota,Fortuner,2016,3.7,Diesel,Automatic,49837,SUV,RWD,3914560
Hyundai,Tucson,2020,3.5,Hybrid,Manual,74296,SUV,RWD,4286588
Suzuki,Cultus,2008,2.9,Diesel,Manual,43055,Truck,RWD,6756636
Toyota,Corolla,2023,2.3,Hybrid,Automatic,83314,Truck,RWD,5950747
Honda,City,2005,1.0,Electric,Automatic,136887,SUV,AWD,5978454
Suzuki,Alto,2009,3.7,Diesel,Manual,20703,Hatchback,RWD,2460669
Kia,Picanto,2023,3.3,Diesel,Manual,128292,Sedan,FWD,6394607
Honda,Accord,2022,2.1,Electric,CVT,33978,SUV,RWD,2210246
Honda,Accord,2021,1.7,Diesel,Manual,43449,Hatchback,FWD,1812826
Kia,Picanto,2012,2.4,Diesel,CVT,198705,Truck,FWD,1013297
Hyundai,Tucson,2022,2.9,Diesel,CVT,98946,SUV,FWD,1624754
Suzuki,Alto,2009,3.7,Electric,Manual,133520,Truck,FWD,1202970
Honda,Accord,2015,3.8,Diesel,Manual,95876,Truck,FWD,7541287
Kia,Cerato,2010,0.9,Diesel,Manual,31963,SUV,AWD,3596431
Kia,Picanto,2017,0.9,Petrol,Manual,80643,Sedan,RWD,3455541
Toyota,Corolla,2005,0.9,Hybrid,Manual,90628,Truck,RWD,5290694
Honda,Accord,2017,3.1,Electric,Automatic,109421,Truck,RWD,5640183
Kia,Sportage,2006,2.7,Petrol,Manual,144609,Hatchback,FWD,3914937
Honda,Accord,2010,3.6,Diesel,Manual,143251,Hatchback,RWD,7852444
Suzuki,WagonR,2012,1.4,Diesel,Automatic,126737,Sedan,RWD,3053862
Suzuki,WagonR,2014,3.7,Hybrid,Automatic,76789,Hatchback,FWD,2483790
Kia,Picanto,2019,1.1,Hybrid,CVT,71694,SUV,FWD,5912435
Kia,Picanto,2013,2.3,Hybrid,Automatic,140970,SUV,AWD,2492840
Kia,Sportage,2011,3.5,Diesel,CVT,144887,Truck,RWD,6413137
Honda,Accord,2019,3.0,Petrol,CVT,20325,SUV,RWD,3538214
Suzuki,Swift,2016,2.6,Hybrid,Manual,29346,Sedan,AWD,5892970
Honda,BR-V,2011,4.0,Electric,Automatic,149285,Truck,AWD,3177934
Kia,Picanto,2007,1.8,Hybrid,CVT,98290,Truck,RWD,6589665
Hyundai,Elantra,2021,0.9,Electric,CVT,88613,SUV,RWD,2526161
Honda,Civic,2016,2.0,Hybrid,CVT,118376,Hatchback,FWD,4533803
Honda,City,2022,3.6,Diesel,Automatic,55884,SUV,AWD,4006031
Honda,City,2010,2.8,Petrol,Manual,142928,Hatchback,RWD,3817306
Kia,Sportage,2006,1.8,Petrol,Manual,175353,Sedan,RWD,4929261
Honda,Accord,2014,1.6,Diesel,Manual,187493,SUV,FWD,4190830
Hyundai,Tucson,2008,2.1,Petrol,Automatic,13023,SUV,AWD,4937824
Hyundai,Tucson,2007,2.4,Petrol,CVT,71305,Hatchback,FWD,6606912
Honda,Accord,2006,0.9,Hybrid,Manual,81131,Truck,AWD,1445897
Toyota,Fortuner,2022,0.8,Hybrid,CVT,130831,Sedan,FWD,6615984
Kia,Cerato,2015,1.8,Hybrid,CVT,122339,Hatchback,AWD,2885472
Suzuki,Alto,2019,3.3,Diesel,Manual,63764,Truck,FWD,1207106
Toyota,Camry,2005,2.1,Petrol,Automatic,160400,SUV,RWD,2034597
Hyundai,Sonata,2006,3.1,Electric,Manual,20551,Truck,FWD,2111259
Toyota,Corolla,2010,2.6,Electric,Automatic,169543,Sedan,FWD,1905163
Hyundai,Sonata,2012,3.4,Diesel,Manual,137365,Sedan,RWD,5997558
Suzuki,Swift,2012,3.5,Petrol,Automatic,125916,SUV,FWD,3407339
Hyundai,Sonata,2023,3.0,Electric,Manual,64839,Hatchback,FWD,7361690
Hyundai,Sonata,2006,3.0,Hybrid,CVT,143012,Sedan,RWD,2752662
Hyundai,Sonata,2016,3.2,Hybrid,CVT,10145,Sedan,RWD,4490296
Hyundai,Elantra,2016,2.4,Electric,Manual,183654,Hatchback,AWD,1906111
Kia,Sportage,2011,3.0,Hybrid,Manual,117112,Hatchback,AWD,3069222
Kia,Picanto,2009,1.5,Diesel,Manual,153222,Sedan,AWD,4568294
Toyota,Fortuner,2019,1.9,Petrol,Automatic,36157,Sedan,AWD,5826601
Honda,Civic,2013,1.3,Diesel,CVT,89541,Hatchback,RWD,1742898
Honda,BR-V,2014,3.2,Electric,CVT,179897,SUV,RWD,3132443
Hyundai,Sonata,2011,2.2,Electric,CVT,144734,SUV,RWD,2576226
Honda,Accord,2011,3.7,Electric,Manual,47876,SUV,FWD,3510136
Suzuki,WagonR,2005,2.8,Petrol,Automatic,92398,Truck,FWD,4137640
Kia,Sportage,2010,1.4,Petrol,Automatic,105070,SUV,RWD,2355107
Suzuki,Swift,2007,0.9,Hybrid,CVT,166999,SUV,AWD,7975190
Honda,Accord,2019,3.6,Electric,CVT,81909,SUV,AWD,4129243
Kia,Cerato,2014,2.0,Petrol,Manual,77950,SUV,AWD,3391921
Toyota,Camry,2012,2.1,Petrol,Automatic,60823,SUV,RWD,1181308
Hyundai,Tucson,2017,1.2,Petrol,Manual,82710,SUV,FWD,2302529
Toyota,Camry,2007,3.1,Electric,CVT,190233,Hatchback,FWD,2624557
Hyundai,Sonata,2005,3.4,Hybrid,Manual,141043,Truck,FWD,5315254
Toyota,Corolla,2020,2.3,Petrol,Manual,11636,Hatchback,AWD,3911899
Hyundai,Elantra,2016,1.0,Diesel,Manual,26334,Truck,AWD,7711368
Honda,Accord,2014,2.5,Electric,Automatic,10842,SUV,AWD,6703709
Toyota,Camry,2010,2.8,Petrol,CVT,166549,Sedan,FWD,4773475
Hyundai,Tucson,2020,2.9,Electric,CVT,129890,Truck,AWD,4094250
Suzuki,Alto,2018,3.8,Hybrid,Automatic,12451,Truck,RWD,5394514
Kia,Sportage,2014,3.1,Electric,Automatic,54917,Sedan,RWD,4401140
Toyota,Yaris,2020,3.8,Diesel,CVT,21734,Truck,RWD,4041135
Suzuki,WagonR,2007,2.3,Petrol,CVT,18461,Sedan,FWD,6289219
Honda,BR-V,2020,3.0,Petrol,CVT,177886,Hatchback,FWD,7453825
Toyota,Corolla,2023,1.5,Diesel,CVT,153051,Sedan,RWD,5325167
Toyota,Camry,2007,1.2,Diesel,CVT,43654,Truck,RWD,7081369
Honda,Accord,2005,3.0,Electric,Manual,188619,Sedan,AWD,1610307
Toyota,Corolla,2007,3.0,Diesel,CVT,137754,Hatchback,FWD,7492013
Kia,Picanto,2016,2.3,Petrol,CVT,139873,Sedan,AWD,4279808
Hyundai,Sonata,2010,3.3,Electric,Automatic,106414,SUV,FWD,4862933
Toyota,Camry,2020,2.7,Diesel,Manual,45693,SUV,FWD,7958378
Toyota,Fortuner,2006,2.9,Electric,Automatic,101802,Truck,FWD,2793984
Kia,Picanto,2015,3.8,Hybrid,Automatic,57072,Hatchback,RWD,7530229
Honda,BR-V,2007,3.8,Electric,CVT,199074,Sedan,AWD,2869036
Suzuki,WagonR,2018,3.9,Petrol,Automatic,74923,Hatchback,RWD,7915485
Honda,City,2011,1.7,Hybrid,CVT,56535,Sedan,RWD,4684175
Hyundai,Elantra,2017,3.4,Diesel,Manual,112745,Truck,AWD,1442237
Hyundai,Elantra,2012,2.1,Petrol,Manual,45593,Truck,AWD,1927298
Suzuki,Cultus,2016,3.3,Hybrid,Manual,121575,Truck,FWD,4692502
Kia,Picanto,2020,1.7,Diesel,CVT,58239,Hatchback,AWD,2108652
Hyundai,Tucson,2008,3.0,Hybrid,Automatic,57260,Hatchback,AWD,5653186
Hyundai,Tucson,2013,2.4,Hybrid,Manual,178537,SUV,RWD,3691151
Hyundai,Sonata,2007,1.1,Electric,CVT,181902,Hatchback,FWD,6187867
Toyota,Yaris,2017,3.7,Diesel,Manual,104298,Sedan,AWD,6875247
Hyundai,Sonata,2009,2.5,Diesel,CVT,182315,Hatchback,AWD,3601652
Hyundai,Tucson,2009,1.2,Diesel,Manual,50134,Sedan,AWD,2892991
Suzuki,Alto,2023,3.9,Petrol,Automatic,96191,SUV,AWD,4028750
Honda,Civic,2010,3.5,Diesel,CVT,8385,Truck,RWD,4096292
Kia,Cerato,2020,3.2,Diesel,Automatic,17581,Sedan,AWD,6671973
Hyundai,Sonata,2012,2.2,Diesel,Automatic,188914,Hatchback,AWD,2850895
Suzuki,Alto,2005,3.8,Petrol,Manual,97421,Sedan,RWD,5292581
Hyundai,Elantra,2019,2.5,Diesel,Automatic,39140,Sedan,AWD,2885180
Toyota,Fortuner,2007,1.9,Petrol,Automatic,50894,Sedan,RWD,3014179
Toyota,Fortuner,2008,3.5,Diesel,CVT,109327,Sedan,AWD,4811217
Hyundai,Elantra,2017,3.7,Electric,Automatic,119962,Hatchback,RWD,3160059
Hyundai,Tucson,2006,3.6,Electric,CVT,182192,Hatchback,AWD,7192704
Honda,Civic,2022,2.5,Petrol,Manual,59524,SUV,RWD,7299094
